CsiNumber,Symbol,Name,Exchange,IsActive,StartDate,EndDate,ConversionFactor,SwitchCfDate,PreSwitchCf,SubExchange,ExchangeSymbol
3428,PMC,"PMC Capital Inc",AMEX,0,1992-03-17,2004-03-01,2,2001-01-29,-4,,PMC
3429,PSB+A,"PS Business Parks Inc Ser A",AMEX,0,1999-09-08,2004-04-30,2,2000-09-25,-4,,PSB+A
3431,TPY,"Tipperary Corp",AMEX,0,1992-04-20,2006-01-05,2,2001-01-29,-4,,TPY
3432,PAM,"Pamida Hldgs Corp",AMEX,0,1992-03-17,1999-07-09,-4,,,,PAM
3434,PYA,"Partners Preferred Yield",AMEX,0,1992-03-17,1996-12-24,-4,,,,PYA
3435,PYB,"Partners Preferred Yield II",AMEX,0,1992-03-17,1996-12-24,-4,,,,PYB
3436,PYC,"Partners Preferred Yield III",AMEX,0,1992-03-17,1996-12-24,-4,,,,PYC
3437,PYF,"Pay Fone Systems Inc",AMEX,0,1992-03-17,1995-06-16,-4,,,,PYF
3439,TCRS,"TreeCon Resource",AMEX,0,1992-03-17,2003-05-14,2,2001-01-29,-4,,TCRS
3443,PSO,"Penobscot Shoe Co",AMEX,0,1992-03-17,2000-01-19,-4,,,,PSO
3445,PGP,"Pacific Gateway Property Inc",AMEX,0,1992-03-17,2000-09-01,-4,,,,PGP
3448,PSI,"Porta Systems Corp",AMEX,0,1992-03-17,2002-10-21,2,2001-01-29,-4,,PSI
3450,PW,"Power REIT",AMEX,1,1973-02-21,2021-08-03,2,2001-01-29,-4,NYSE Mkt,PW
3451,PDM,"Pitts De Moines Inc",AMEX,0,1992-03-17,2002-03-13,2,2001-01-29,-4,,PDM
3453,PTG,"Portage Indus Corp",AMEX,0,1992-03-17,1996-05-09,-4,,,,PTG
3457,POY,"Prairie Oil Royalties",AMEX,0,1992-03-17,1995-05-02,-4,,,,POY
3458,GBY,"Pratt Hotel Corp",AMEX,0,1992-03-17,1998-01-28,-4,,,,GBY
3463,PRSB,"Presidio Oil Co Cl B",AMEX,0,1992-03-17,1996-03-07,-4,,,,PRSB
3464,PRSA,"Presidio Oil Co Cl A",AMEX,0,1992-03-17,1996-03-07,-4,,,,PRSA
3467,PRZ,"Prism Entertainment Corp",AMEX,0,1992-03-17,1997-02-20,-4,,,,PRZ
3468,MDB,"Professional Bancorp",AMEX,0,1992-03-17,2001-01-18,-4,,,,MDB
3469,PCT,"Property Capital Tr Sbi",AMEX,0,1992-03-17,1998-07-10,-4,,,,PCT
3470,RBW,"R B & W Corp",AMEX,0,1992-03-17,1995-04-03,-4,,,,RBW
3472,PQB,"Quebecor Inc Cl A",AMEX,0,1992-03-17,1998-12-24,-4,,,,PQB
3473,DVC,"Diversified Communications Indust",AMEX,0,1992-03-17,1995-05-23,-4,,,,DVC
3474,BRD,"Ragan (Brad) Inc",AMEX,0,1984-09-07,1998-12-23,-4,,,,BRD
3475,RF,"Railroad Financial Corp",AMEX,0,1992-03-17,1995-10-03,-4,,,,RF
3478,RIF,"Cohen & Steers Reality Income Fund",AMEX,0,1992-03-17,2001-06-01,2,2001-01-29,-4,,RIF
3480,RDL,"Redlaw Industries",AMEX,0,1992-03-17,1997-06-20,-4,,,,RDL
3483,GGE,"Griffin Gaming & Entertainment",AMEX,0,1992-03-17,1996-12-17,-4,,,,GGE
3484,RRT,"Resource Recycling Tech Inc",AMEX,0,1992-03-17,1995-05-02,-4,,,,RRT
3487,RHT,"Richton Intl Corp",AMEX,0,1992-03-17,2001-10-03,2,2001-01-29,-4,,RHT
3490,CMT,"Core Molding Technologies Inc",AMEX,1,1988-09-16,2021-08-03,2,2001-01-29,-4,NYSE Mkt,CMT
3493,ROW,"Rowe Furniture Corp",AMEX,0,1992-03-17,2006-11-15,2,2001-01-29,-4,,ROW
3495,RPB,"Royal Palm Beach Colony",AMEX,0,1992-03-17,1996-03-28,-4,,,,RPB
3496,SCK,"SC Bancorp",AMEX,0,1992-03-17,1997-10-13,-4,,,,SCK
3500,SBS,"Salem Corp",AMEX,0,1992-03-17,1996-09-27,-4,,,,SBS
3501,SAM,"Samson Energy Corp",AMEX,0,1992-03-17,1994-12-07,-4,,,,SAM
3502,SDY,"Sandy Corp",AMEX,0,1992-03-17,1996-01-04,-4,,,,SDY
3504,SMO,"Santa Monica Bank",AMEX,0,1992-03-17,1998-01-27,-4,,,,SMO
3505,SEB,"Seaboard Corp",AMEX,1,1973-02-22,2021-08-03,2,2001-01-29,-4,NYSE Mkt,SEB
3506,XLA,"Xcelera Inc",AMEX,0,1992-03-17,2004-11-12,2,2001-01-29,-4,,XLA
3508,ESH,"Scheib (Earl) Inc",AMEX,0,1992-03-17,2005-04-06,2,2001-01-29,-4,,ESH
3509,SHC,"Schult Homes Corp",AMEX,0,1992-03-17,1998-04-02,-4,,,,SHC
3514,SST,"Shelter Components Corp",AMEX,0,1992-03-17,1998-01-16,-4,,,,SST
3516,LSC,"Shopco Laurel Centre",AMEX,0,1992-03-17,1996-11-08,-4,,,,LSC
3518,SIF,"SIFCO Industries Inc",AMEX,1,1973-02-21,2021-08-03,2,2001-01-29,-4,NYSE Mkt,SIF
3519,SBI,"Western Asset IntdMuni Fund Inc",AMEX,1,1992-02-05,2021-08-03,2,2001-01-29,-4,NYSE,SBI
3523,CHM,"Specialty Chemical Resources Inc",AMEX,0,1992-03-17,2000-01-27,-4,,,,CHM
3525,GML,"Magic Lantern Gr",AMEX,0,1992-03-17,2005-06-23,2,2001-01-29,-4,,GML
3526,SHO,"Starrett Housing Corp",AMEX,0,1992-03-17,1998-01-06,-4,,,,SHO
3528,SPR,"Sterling Capital Corp",AMEX,0,1992-03-17,2005-09-30,2,2001-01-29,-4,,SPR
3530,SVGA,"Stevens Intl Corp Cl A",AMEX,0,1992-03-17,1999-08-02,-4,,,,SVGA
3531,STG,"Storage Properties Inc",AMEX,0,1992-03-17,1996-06-27,-4,,,,STG
3532,SIR,"Struthers Industries Inc",AMEX,0,1992-03-17,1996-07-15,-4,,,,SIR
3533,SNI,"Sun City Ind",AMEX,0,1992-03-17,1998-02-10,-4,,,,SNI
3534,SBN,"Sunbelt Nursery Grp Inc",AMEX,0,1992-03-17,1998-04-28,-4,,,,SBN
3535,SJS,"Sunshine Jr Stores",AMEX,0,1992-03-17,1995-07-25,-4,,,,SJS
3539,TCS,"TCS Enterprises Inc",AMEX,0,1992-03-17,1995-08-22,-4,,,,TCS
3542,TCM,"TSF Communications Corp",AMEX,0,1992-03-17,1997-10-28,-4,,,,TCM
3543,TBP,"Tab Products Co",AMEX,0,1992-03-17,2002-10-28,2,2001-01-29,-4,,TBP
3548,THP,"Thermo Power Corp",AMEX,0,1992-03-17,1999-10-28,-4,,,,THP
3553,TGU,"Templeton Global Util Inc",AMEX,0,1992-03-17,1996-03-25,-4,,,,TGU
3557,TMD,"Thermedics Inc",AMEX,0,1992-03-17,2000-06-30,-4,,,,TMD
3558,TBSB,"Turner Broadcasting Sys Cl B",AMEX,0,1992-03-17,1996-10-15,-4,,,,TBSB
3562,UFDB,"United Foods Inc Cl B",AMEX,0,1992-03-17,1999-09-24,-4,,,,UFDB
3563,UFDA,"United Foods Inc Cl A",AMEX,0,1992-03-17,1999-09-24,-4,,,,UFDA
3567,UBS,"US Biosciences Inc",AMEX,0,1992-03-17,1999-11-23,-4,,,,UBS
3569,UNV,"Unitel Video Inc",AMEX,0,1992-03-17,1999-10-29,-4,,,,UNV
3571,TVL,"Thermo Voltek Corp",AMEX,0,1992-03-17,1999-03-26,-4,,,,TVL
3573,VTX,"VTX Electronics Corp",AMEX,0,1992-03-17,1995-09-08,-4,,,,VTX
3575,VF,"Valley Forge Corp",AMEX,0,1992-03-17,1999-01-20,-4,,,,VF
3576,VR,"Valley Resources Inc",AMEX,0,1992-03-17,2000-09-21,-4,,,,VR
3578,VKC,"Van Kampen CA Muni Trust",AMEX,0,1992-03-17,2005-12-23,2,2001-01-29,-4,,VKC
3579,VRT,"Vanguard Re Fund II",AMEX,0,1992-03-17,1996-10-15,-4,,,,VRT
3584,SOV,"Styles On Video Inc",AMEX,0,1993-04-19,1996-03-04,-4,,,,SOV
3589,VTC,"Vitronics Corp",AMEX,0,1992-03-17,1997-12-03,-4,,,,VTC
3595,WSO.B,"Watsco Inc Cl B",AMEX,1,1980-03-17,2021-08-03,2,2001-01-29,-4,NYSE,WSO.B
3598,WLD,"Weldotron Corp",AMEX,0,1992-03-17,1996-11-08,-4,,,,WLD
3599,WLC,"Wellco Enterprises",AMEX,0,1992-03-17,2007-06-01,2,2001-01-29,-4,,WLC
3601,WSC,"Wesco Financial Corp",AMEX,0,1992-03-17,2011-06-24,2,2001-01-29,-4,,WSC
3603,TNZ,"Tranzonic Cos",AMEX,0,1992-06-19,1996-08-08,-4,,,,TNZ
3606,FHC,"Female Health Co",AMEX,0,1995-01-26,1999-02-05,-4,,,,FHC
3607,WRO,"Wichita River Oil Corp",AMEX,0,1992-03-17,1996-03-08,-4,,,,WRO
3608,WRS,"Winston Resources Inc",AMEX,0,1992-03-17,1999-10-29,-4,,,,WRS
3609,HBW,"Wolf (Howard B) Inc",AMEX,0,1992-03-17,1999-10-12,-4,,,,HBW
3611,API,"Advanced Photonix Inc Class A",AMEX,0,1991-02-12,2015-05-08,2,2001-01-29,-4,NYSE Mkt,API
3614,ARS,"Audre Recognition Systems Inc",AMEX,0,1989-02-14,1995-08-30,-4,,,,ARS
3615,CTH,"Cancer Treatment Hldgs Inc",AMEX,0,1992-03-19,1998-07-29,-4,,,,CTH
3618,EPN,"Epigen Inc",AMEX,0,1992-03-19,1995-01-11,-4,,,,EPN
3624,TST,"Media Logic Inc",AMEX,0,1992-03-19,1998-11-19,-4,,,,TST
3632,PRO,"Professional Dental Tech Inc",AMEX,0,1992-03-19,1999-09-23,-4,,,,PRO
3633,RGI,"Randers Killam Group Inc",AMEX,0,1992-03-19,2000-05-16,-4,,,,RGI
3635,GTN,"Global Technovations Inc",AMEX,0,1992-03-19,2002-02-07,2,2001-01-29,-4,,GTN
3636,SUM,"Supra Medical Corp",AMEX,0,1992-03-19,1995-01-11,-4,,,,SUM
3637,UQM,"Unique Mobility Inc",AMEX,0,1992-03-19,2000-04-06,-4,,,,UQM
3638,RHS,"Regency Healthcare Systems Inc",AMEX,0,1992-06-26,1997-10-09,-4,,,,RHS
3640,TKN,"Thermotrex Corp",AMEX,0,1992-06-12,2000-08-14,-4,,,,TKN
3641,SES,"Sunrise Energy Services Inc",AMEX,0,1992-07-20,1995-06-20,-4,,,,SES
3646,SBT,"Smith Barney Municipal Fund",AMEX,0,1992-08-13,2000-12-27,-4,,,,SBT
3652,PLC,"PLC Systems Inc",AMEX,0,1992-09-21,2008-11-07,2,2001-01-29,-4,,PLC
3655,OSR,"Pacesetters Ostrich Farms",AMEX,0,1993-02-12,1995-02-01,-4,,,,OSR
3657,GBR,"New Concept Energy Inc",AMEX,1,1993-03-25,2021-08-03,2,2001-01-29,-4,NYSE Mkt,GBR
3663,EMI,"Encore Marketing International",AMEX,0,1993-05-03,1996-07-26,-4,,,,EMI
3664,BSO,"Bank Of Southington",AMEX,0,1993-05-10,1998-01-08,-4,,,,BSO
3666,AFR,"America First Reit Inc",AMEX,0,1993-05-20,1995-06-30,-4,,,,AFR
3667,RJL,"Riegel Energy Corp",AMEX,0,1993-06-15,1998-03-17,-4,,,,RJL
3668,BKE,"Brock Explorations Corp",AMEX,0,1993-06-18,1996-03-28,-4,,,,BKE
3671,HTI,"Heartland Technology Inc",AMEX,0,1993-07-01,2002-06-03,2,2001-01-29,-4,,HTI
3672,TAM,"Tubos De Acero De Mexico Ltd",AMEX,0,1993-07-15,2003-09-12,2,2000-09-25,-4,,TAM
3673,STY,"Statordyne",AMEX,0,1993-07-21,1995-04-07,-4,,,,STY
3674,CTU,"Chad Therapeutics",AMEX,0,1993-08-05,2008-08-29,2,2001-01-29,-4,,CTU
3675,HBI,"Houston Biotechnology",AMEX,0,1993-08-09,1997-02-28,-4,,,,HBI
3676,CYI,"Cycomm Intl",AMEX,0,1993-08-13,1999-04-29,-4,,,,CYI
3677,CVL,"CVD Financial Corp",AMEX,0,1993-08-20,1995-10-06,-4,,,,CVL
3679,MHM,"Mental Health Management Inc",AMEX,0,1993-08-25,1998-06-16,-4,,,,MHM
3680,GSR,"Golden Star Resources Ltd",AMEX,0,1993-09-02,2001-01-25,-4,,,,GSR
3682,SRI,"Serenpit Inc",AMEX,0,1993-09-15,1997-01-15,-4,,,,SRI
3685,SAB,"Saba Petroleum Co",AMEX,0,1993-10-08,1999-03-23,-4,,,,SAB
3686,TPN,"Total Petroleum N Amer",AMEX,0,1993-10-08,1997-09-29,-4,,,,TPN
3688,FPX,"Fortune Petroleum Corp",AMEX,0,1993-09-24,1999-08-09,-4,,,,FPX
3689,FIR,"First Citizen Bancstock Inc",AMEX,0,1993-09-27,1996-03-07,-4,,,,FIR
3691,PHX,"Phoenix Network Inc",AMEX,0,1993-10-08,1998-03-30,-4,,,,PHX
3692,CAX,"Commercial Assets Inc",AMEX,0,1993-10-13,2000-08-11,-4,,,,CAX
3693,APG,"Aprogenex Inc",AMEX,0,1993-10-15,1997-06-06,-4,,,,APG
3694,OCEB,"Ocelot Energy Inc Cl B",AMEX,0,1993-10-19,1995-09-05,-4,,,,OCEB
3695,NRG,"Tri-Lite Inc",AMEX,0,1993-10-20,1996-03-22,-4,,,,NRG
3696,CTZ,"Corpus Christi Bancshares",AMEX,0,1993-10-25,1997-03-07,-4,,,,CTZ
3701,EJ,"Everest & Jennings Intl Inc",AMEX,0,1993-11-19,1996-11-27,-4,,,,EJ
3702,IA,"Millenia Inc",AMEX,0,1993-11-22,1998-06-12,-4,,,,IA
3703,BGI,"Besicorp Group Inc",AMEX,0,1993-11-22,1999-03-22,-4,,,,BGI
3706,UTI,"UTI Energy Corp",AMEX,0,1993-12-08,2001-05-08,2,2001-01-29,-4,,UTI
3707,THN,"Thermoretec Corp",AMEX,0,1993-12-09,2000-06-05,-4,,,,THN
3710,HAM,"Healthcare America Inc",AMEX,0,1994-01-04,1995-04-13,-4,,,,HAM
3711,PYR,"Pyrocap Intl Corp",AMEX,0,1994-01-10,1996-11-29,-4,,,,PYR
3713,TWA,"Trans World Airlines Inc",AMEX,0,1994-01-31,2001-02-01,2,2000-09-25,-4,,TWA
3714,WIZ,"Wiz Technology",AMEX,0,1994-02-02,1996-12-10,-4,,,,WIZ
3715,APP,"Amer Paging Inc",AMEX,0,1994-02-10,1998-03-20,-4,,,,APP
3717,HWK,"Kaufman Financial Group",AMEX,0,1994-02-10,1996-01-04,-4,,,,HWK
3719,ONS,"Onsite Energy Corp",AMEX,0,1994-02-17,1995-08-02,-4,,,,ONS
3720,CBN,"Cornerstone Bank",AMEX,0,1995-03-20,2006-01-19,2,2001-01-29,-4,,CBN
3723,JLT,"Jalate Ltd",AMEX,0,1994-03-16,1998-12-31,-4,,,,JLT
3724,CLL,"Crown Laboratories",AMEX,0,1994-03-30,1998-01-16,-4,,,,CLL
3726,ILI,"Interlott Technologies Inc",AMEX,0,1994-04-14,2003-09-18,2,2001-01-29,-4,,ILI
3728,RFP,"R F Power Products",AMEX,0,1994-04-29,1998-10-08,-4,,,,RFP
3730,ALT,"Alert Centre Inc",AMEX,0,1994-04-05,1996-02-14,-4,,,,ALT
3731,COM,"Crowley Milner & Co",AMEX,0,1994-05-26,1999-02-11,-4,,,,COM
3732,STER,"Sterling Healthcare",AMEX,0,1994-06-01,1996-11-01,-4,,,,STER
3735,DYC,"Dycam Inc",AMEX,0,1994-07-13,1997-08-08,-4,,,,DYC
3736,TLZ,"Thermolase Corp",AMEX,0,1994-07-15,2000-08-14,-4,,,,TLZ
3737,DMC,"Dimac Corp",AMEX,0,1994-08-04,1996-02-22,-4,,,,DMC
3742,AVV,"Aviva Petroleum",AMEX,0,1994-11-15,1999-04-09,-4,,,,AVV
3743,ALF,"Assisted Living Concepts Inc",AMEX,0,1994-11-22,2001-10-25,2,2001-01-29,-4,,ALF
3744,MSN,"Emerson Radio Corp",AMEX,1,1994-09-01,2021-08-03,2,2001-01-29,-4,NYSE Mkt,MSN
3746,TNC,"Town & Country",AMEX,0,1995-01-20,1997-11-21,-4,,,,TNC
3749,AWX,"Avalon Holdings Corp",AMEX,1,1998-06-23,2021-08-03,2,2001-01-29,-4,NYSE Mkt,AWX
3750,PDR,"Pendaries Petroleum Ltd",AMEX,0,1998-06-24,2001-01-18,-4,,,,PDR
3752,SES,"Stav Electrical Sys (94) Ltd",AMEX,0,1998-11-25,2000-12-20,-4,,,,SES
3753,TRV,"Thousand Trails Inc",AMEX,0,1997-12-09,2003-07-25,2,2001-01-29,-4,,TRV
3754,XLB,"Materials Select Sector SPDR",AMEX,1,1998-12-22,2021-08-03,2,2001-01-29,-4,NYSE ARCA,XLB
3755,XLV,"SPDR S&P Health Care ETF",AMEX,1,1998-12-22,2021-08-03,2,2001-01-29,-4,NYSE ARCA,XLV
3756,XLP,"SPDR S&P Consumer Staples ETF",AMEX,1,1998-12-22,2021-08-03,2,2001-01-29,-4,NYSE ARCA,XLP
3757,XLY,"Consumer Discretionary Select Sector SPD",AMEX,1,1998-12-22,2021-08-03,2,2001-01-29,-4,NYSE ARCA,XLY
3758,XLE,"SPDR Energy Select Sector Fund",AMEX,1,1998-12-22,2021-08-03,2,2001-01-29,-4,NYSE ARCA,XLE
3759,XLF,"SPDR S&P Financial ETF",AMEX,1,1998-12-22,2021-08-03,2,2001-01-29,-4,NYSE ARCA,XLF
3760,XLI,"SPDR S&P Industrial ETF",AMEX,1,1998-12-22,2021-08-03,2,2001-01-29,-4,NYSE ARCA,XLI
3761,XLK,"SPDR S&P Technology ETF",AMEX,1,1998-12-22,2021-08-03,2,2001-01-29,-4,NYSE ARCA,XLK
3762,XLU,"SPDR S&P Utilities ETF",AMEX,1,1998-12-22,2021-08-03,2,2001-01-29,-4,NYSE ARCA,XLU
3764,FEF,"StreetTracks Fortune e50 Fund",AMEX,0,2000-10-10,2003-12-22,2,2001-01-29,-4,,FEF
4079,FLI,"CHC Helicopter Corp Class A",AMEX,0,1994-01-07,2008-09-16,2,2001-04-09,-4,,FLI
4083,AB,"Cannon Express Inc",AMEX,0,1987-02-27,2003-11-13,2,2001-01-29,-4,,AB
4084,CAU,"Canyon Resources Corp",AMEX,0,1992-02-25,2008-03-28,2,2001-01-29,-4,,CAU
4109,DMCB,"Dairy Mart Convenience Stores Cl B",AMEX,0,1992-02-25,2000-02-08,-4,,,,DMCB
4114,GX,"Gencor Industries Inc",AMEX,0,1992-02-25,2000-05-31,-4,,,,GX
4168,HCT,"Hector Commun Corp",AMEX,0,1992-02-25,2006-11-15,2,2001-01-29,-4,,HCT
4196,KHG,"Keystone Heritage Group",AMEX,0,1992-02-25,1998-03-30,-4,,,,KHG
4225,MTD,"Metro Bancshares Inc",AMEX,0,1992-02-26,1994-12-01,-4,,,,MTD
4244,HWS,"Hotelworks.com Inc",AMEX,0,1994-01-26,2001-05-21,2,2001-01-29,-4,,HWS
4258,ONC,"Oncor Inc",AMEX,0,1992-03-03,1998-11-02,-4,,,,ONC
4282,RJI,"Reeds Jewelers Inc",AMEX,0,1992-03-03,2004-05-27,2,2001-01-29,-4,,RJI
4314,SUL,"Sulcus Hospitality Tech Corp",AMEX,0,1992-03-03,1999-03-26,-4,,,,SUL
4317,CGS,"CEC Resources",AMEX,0,1995-03-29,2000-02-25,-4,,,,CGS
4340,ULB,"Unilab Corp",AMEX,0,1992-03-03,1999-11-24,-4,,,,ULB
4422,SYC,"Sybron Chemicals Inc",AMEX,0,1992-03-31,2000-10-24,-4,,,,SYC
4440,CRVP,"Crystal Rock Holdings Inc",AMEX,0,1994-01-14,2018-03-26,2,2001-01-29,-4,NYSE Mkt,CRVP
4466,SMU,"Simula Inc",AMEX,0,1992-04-21,2003-12-10,2,2001-01-29,-4,,SMU
4522,PNB,"Premier National Bancorp Inc",AMEX,0,1992-05-19,2001-02-12,2,2001-01-29,-4,,PNB
4534,PHN,"Phoenix Resources Cos",AMEX,0,1992-06-02,1996-05-21,-4,,,,PHN
4557,PTG,"Paragon Technologies Inc",AMEX,0,1992-06-17,2009-05-08,2,2001-01-29,-4,,PTG
4618,HII,"Healthcare Integrated Services",AMEX,0,1992-07-20,2002-08-05,2,2001-01-29,-4,,HII
4671,MBB,"MSB Bancorp Inc",AMEX,0,1992-09-08,1998-05-29,-4,,,,MBB
4672,PCO,"Playcore Inc",AMEX,0,1992-09-08,2000-05-22,-4,,,,PCO
4674,AGB,"Argentbank",AMEX,0,1992-09-02,1998-01-30,-4,,,,AGB
4696,DWL,"Dewolfe Co",AMEX,0,1992-09-25,2002-09-13,2,2001-01-29,-4,,DWL
4736,RUM,"Cruzan Intl",AMEX,0,1992-10-19,2006-04-12,2,2001-01-29,-4,,RUM
4749,MOC,"Command Security Corp",AMEX,0,1990-07-20,2019-02-21,2,2001-04-09,-4,NYSE Mkt,MOC
4759,RH,"Rottlund Inc",AMEX,0,1992-10-30,2002-03-06,2,2001-01-29,-4,,RH
4799,WIL,"Wilshire Technology Inc",AMEX,0,1992-11-25,1997-01-17,-4,,,,WIL
4800,BND,"Boundless Corp",AMEX,0,1992-11-25,2003-03-27,2,2001-01-29,-4,,BND
4814,BRA,"Brandon Systems Corp",AMEX,0,1987-02-04,1996-05-23,-4,,,,BRA
4907,EGY,"Columbus Energy Corp",AMEX,0,1992-07-31,2001-01-02,-4,,,,EGY
4950,FAM,"Intl Family Entertainment Inc",AMEX,0,1992-04-29,1997-09-04,-4,,,,FAM
5093,SRL,"Sceptre Resources Ltd",AMEX,0,1982-01-04,1996-08-19,-4,,,,SRL
5096,IHK,"Imperial Sugar Group",AMEX,0,1988-04-29,2001-01-29,2,2001-01-29,-4,,IHK
5182,AMH,"Amdahl",AMEX,0,1982-01-04,1997-09-18,-4,,,,AMH
5220,SKY,"Skyline Champion Corp",AMEX,1,1973-05-03,2021-08-03,2,2001-01-29,-4,NYSE,SKY
5260,CTA,"Continental Airlines Holding Co",AMEX,0,1985-04-08,1992-03-20,-4,,,,CTA
5326,TIE,"TIE Communications",AMEX,0,1983-03-21,1995-12-14,-4,,,,TIE
5394,AZEA,"Amer Maize-prod Class A",AMEX,0,1983-09-01,1995-11-07,-4,,,,AZEA
5480,CLT,"Cominco Ltd",AMEX,0,1983-12-30,2001-07-23,2,2001-01-29,-4,,CLT
5487,WANB,"Wang Lab Inc",AMEX,0,1983-12-30,1993-09-21,-4,,,,WANB
5803,IMO,"Imperial Oil Ltd",AMEX,1,1980-03-17,2021-08-03,2,2000-09-25,-4,NYSE Mkt,IMO
5805,GYK,"Giant Yellowknife Mines",AMEX,0,1989-01-24,1991-08-05,-4,,,,GYK
5807,LPH,"Lee Pharmaceuticals",AMEX,0,1986-12-10,1996-02-07,-4,,,,LPH
5810,SVT,"Servotronics Inc",AMEX,1,1973-05-03,2021-08-03,2,2001-01-29,-4,NYSE Mkt,SVT
5812,ECO,"Echo Bay Mines",AMEX,0,1987-01-02,2003-02-03,2,2001-01-29,-4,,ECO
5817,JTS,"JTS Inc",AMEX,0,1986-11-10,1998-05-22,-4,,,,JTS
5819,TSP,"Telesphere Int'l Inc",AMEX,0,1988-01-26,1991-10-28,-4,,,,TSP
5820,FAX,"Aberdeen Asia-Pacific Income Fund Inc",AMEX,1,1986-04-17,2021-08-03,2,2000-09-25,-4,NYSE Mkt,FAX
5822,IAF,"Aberdeen Australia Equity Fund Inc",AMEX,1,1985-12-16,2021-08-03,2,2001-01-29,-4,NYSE Mkt,IAF
5824,RSR,"Riser Inc",AMEX,0,1988-06-29,1997-08-19,-4,,,,RSR
5827,DPX,"Duplex Products Inc",AMEX,0,1989-04-03,1996-05-21,-4,,,,DPX
5828,GES,"Genisco Technology",AMEX,0,1989-04-03,1995-02-23,-4,,,,GES
5829,JTV,"Jones Intercable Inv Cl A",AMEX,0,1989-04-03,1997-08-29,-4,,,,JTV
5831,EDT,"Edisto Resources Corp",AMEX,0,1989-04-03,1997-10-23,-4,,,,EDT
5834,RXC,"Circo Pharmaceutical",AMEX,0,1989-12-07,1995-07-17,-4,,,,RXC
5836,ORG,"Organogenesis Inc",AMEX,0,1989-12-07,2002-12-27,2,2000-09-25,-4,,ORG
5837,PGU,"Pegasus Gold Inc",AMEX,0,1989-12-07,1998-01-21,-4,,,,PGU
5838,THI,"Thermo Instrument Systems Inc",AMEX,0,1989-12-07,2000-06-30,-4,,,,THI
5839,WIR,"Western Properties",AMEX,0,1990-03-07,2000-11-14,-4,,,,WIR
5840,MYR,"Mayor's Jewelers Inc",AMEX,0,1990-03-21,2005-11-14,2,2001-01-29,-4,,MYR
5843,DMLA,"Dickinson Mines Ltd Class A",AMEX,0,1990-05-02,1994-03-30,-4,,,,DMLA
5844,DMLB,"Dickinson Mines Ltd Class B",AMEX,0,1990-05-10,1994-03-30,-4,,,,DMLB
5845,VGZ,"Vista Gold Corp",AMEX,1,1984-11-29,2021-08-03,2,2001-01-29,-4,NYSE Mkt,VGZ
5846,CID,"Chieftain Intl Inc",AMEX,0,1990-05-07,2001-08-08,2,2001-01-29,-4,,CID
5847,ICR,"Corona Corp Class A",AMEX,0,1990-05-14,1992-08-17,-4,,,,ICR
5848,PHA,"Pacific Pharmaceuticals Inc",AMEX,0,1990-06-15,1998-09-18,-4,,,,PHA
5849,RED,"Red Lion Inns Lp",AMEX,0,1990-07-26,1998-05-22,-4,,,,RED
5850,SAI,"Allstar Inns Lp",AMEX,0,1990-07-26,1992-05-01,-4,,,,SAI
5853,SPO,"Salomon Phibro Oil Trust",AMEX,0,1990-08-27,1995-10-17,-4,,,,SPO
5854,FPU,"Florida Public Utilities Co",AMEX,0,1990-09-18,2009-11-06,2,2001-01-29,-4,,FPU
5855,PWB,"Pacific Western Bancshares",AMEX,0,1990-10-25,1994-03-30,-4,,,,PWB
5856,ETC,"Environmental Tectonics Corp",AMEX,0,1990-11-19,2009-05-29,2,2001-01-29,-4,,ETC
5861,BL,"Blair Corp",AMEX,0,1984-09-07,2007-05-10,2,2001-01-29,-4,,BL
5862,PGG,"Page America Group Inc",AMEX,0,1991-01-28,1996-05-10,-4,,,,PGG
5864,NHC,"National HealthCare Corp",AMEX,1,1987-01-02,2021-08-03,2,2001-01-29,-4,NYSE Mkt,NHC
5879,AAI,"Aqua Alliance Inc",AMEX,0,1989-08-11,1999-09-13,-4,,,,AAI
5898,BTI,"British American Tobacco Industries",AMEX,1,1980-04-14,2021-08-03,2,2001-01-29,-4,NYSE,BTI
5906,BIM,"ICN Biomedicals Inc",AMEX,0,1991-05-07,1994-11-11,-4,,,,BIM
5926,ATI,"Ati Medical Inc",AMEX,0,1991-07-24,1992-06-01,-4,,,,ATI
5928,WOR,"Worthen Banking Corp",AMEX,0,1991-05-07,1995-11-22,-4,,,,WOR
5955,RGF,"Republic Goldfields",AMEX,0,1991-05-01,1995-11-17,-4,,,,RGF
5990,LPI,"Lifetime Products Inc",AMEX,0,1991-04-26,1994-11-17,-4,,,,LPI
6395,CIK,"Credit Suisse Asset Management Income Fd",AMEX,1,1987-04-08,2021-08-03,2,2001-01-29,-4,NYSE Mkt,CIK
6402,SUA,"Summit Tax Ex Bond Fund Lp",AMEX,0,1989-01-18,1997-10-01,-4,,,,SUA
6411,AEF,"Aberdeen Emerging Markets Eq Incm Fd Inc",AMEX,1,1989-09-26,2021-08-03,2,2001-01-29,-4,NYSE Mkt,AEF
6422,PGF,"Progressive Ret Fund",AMEX,0,1990-01-11,2004-06-28,2,2001-01-29,-4,,PGF
6444,TF,"Thai Capital Fund Inc",AMEX,0,1990-05-24,2013-08-12,2,2001-01-29,-4,,TF
